rectype,sha,ins_del_count,issueid,actor,date,text,similarity
pull_request_commit_comment,NA,NA,1182,GaelVaroquaux,2016-12-07 17:30:47,"I would transform this into a ""skip_errors"" flag that can be True or False.",0.5965934882352025
issue_comment,NA,NA,1182,GaelVaroquaux,2016-11-22 17:05:42,"> I do notice that if I have a disconnect in my connection, the neurosynth API
> call hangs and never returns. I thought the nilearn code times that out?

Hum, we should probably have a timeout.
",0.5955905852653935
pull_request_commit_comment,NA,NA,1182,GaelVaroquaux,2016-12-07 17:32:15,I don't think that I would have done a line return here.,0.5951513907609853
pull_request_commit_comment,NA,NA,1182,KamalakerDadi,2016-07-25 19:23:18,"You never used `nii_z` anywhere ?
",0.591556064748616
pull_request_commit_comment,NA,NA,1182,bcipolli,2016-10-03 00:53:26,"Yes, this needs to be updated.
",0.5834922128685452
pull_request_commit_comment,NA,NA,1182,GaelVaroquaux,2016-12-04 17:10:14,"Is the try/except because of Python 2.6 support?

We should really drop Python 2.6 support.",0.5810686253512674
pull_request_commit_comment,NA,NA,1182,AlexandreAbraham,2016-07-27 08:42:44,"Is that really necessary? It adds complexity for no reason.
",0.5556648620688613
pull_request_commit_comment,NA,NA,1182,KamalakerDadi,2016-07-27 08:54:40,"> Is that really necessary? It adds complexity for no reason.

If I can answer you. Examples has a pretty printing statements which are actually vanished by bunch of warnings.
",0.5510581852604153
pull_request_commit_comment,NA,NA,1182,GaelVaroquaux,2016-09-30 09:44:20,"You have forgotten to change the name here, haven't you?
",0.5499548471142148
pull_request_commit_comment,NA,NA,1182,AlexandreAbraham,2016-07-27 08:48:56,"Because people do not know what is `memory_level`, so they will look up the documentation, which is not very clear, and then they may end up thinking that this is too complicated.

Is a memory object is provided we should set memory level to 1 and not raise a warning.
",0.5455102024144662
pull_request_commit_comment,NA,NA,1182,bcipolli,2016-10-03 01:17:33,"Function name should be updated
",0.5436537565492522
issue_comment,NA,NA,1182,jeromedockes,2016-07-26 07:56:39,"> Are you sure examples should be placed in functional connectivity or a new one ?

No, not sure at all - I didn't know where to put them; they were in a folder called ""connectivity"" in the original PR so I put them there. Where would you suggest placing them?
",0.5431340377881022
pull_request_commit_comment,NA,NA,1182,GaelVaroquaux,2016-07-28 11:46:51,"This is not PEP8: it should be named test_sqlite_download_manager
",0.5399559655959201
issue_comment,NA,NA,1182,jeromedockes,2016-07-24 17:30:56,"> You convinced me :) It would be good to add the ""only DOI"" query to examples/documentation.

Noted; for now I have added it to the `fetch_neurovault` docstring, I don't know in which example it would be most interesting to add it.
",0.5371900331573902
 , , , , , , , 
 , , , , , , , 
